Pressure (Pa),Specific Volume Vapor (m^3/kg)
2564072.205546561,0.04982926158311068
2595717.778606829,0.04919008763168894
2627654.9964981684,0.04856002837134948
2659885.5993084125,0.04793892560856236
2692411.3327956935,0.047326624272235385
2725233.9484515055,0.04672297234291369
2758355.203566207,0.04612782078373547
2791776.8613034044,0.04554102347308748
2825500.690766313,0.04496243713891487
2859528.4670750713,0.044391921294647196
2893861.971441289,0.04382933817668258
2928502.99124832,0.0432745526833969
2963453.3201298043,0.04272743231563399
2998714.758057259,0.04218784711863051
3034289.1114229346,0.041655669625345636
3070178.1931308564,0.041130774801145555
3106383.822687531,0.040613039989814304
3142907.8262980497,0.040102344860850354
3179752.036961613,0.03959857135801313
3216918.2945739264,0.03910160364908723
3254408.446029646,0.03861132807682745
3292224.3453302244,0.038127633111055444
3330367.8536925707,0.03765040930187458
3368840.839663323,0.037179549233970904
3407645.1792356316,0.036714947481971044
3446782.755969804,0.036256500566829226
3486255.4611156946,0.03580410691321159
3526065.1937428033,0.035357666807851386
3566213.86086996,0.03491708235884943
3606703.3776011,0.03448225745589131
3647535.6672660355,0.03405309773135312
3688712.661563608,0.03362951052227775
3730236.300709442,0.033211404833187755
3772108.5335891973,0.03279869129971769
3814331.317916175,0.032391282153039734
3856906.6203913363,0.03198909118505769
3899836.4168745982,0.03159203371435024
3943122.692551424,0.031200026552837826
3986767.4421136146,0.030812987973153384
4030772.6699425513,0.030430837676696226
4075140.3902944434,0.030053496762343864
4119872.6274966323,0.029680887695806724
4164971.416147835,0.029312934279600154
4210438.801322633,0.028949561623618145
4256276.838786814,0.02859069611628314
4302487.595214642,0.02823626539625773
4349073.148414541,0.0278861983246969
4396035.587565766,0.027540424958017125
4443377.013454927,0.027198876521169896
4491099.538728182,0.026861485381392738
4539205.288146198,0.026528185022425467
4587696.398848644,0.026198910019164804
4636575.020628257,0.0258735960127427
4685843.316213931,0.025552179686005892
4735503.461562015,0.025234598739375794
4785557.646158215,0.024920791867069504
4836008.073330045,0.024610698733659883
4886856.960569679,0.02430425995094961
4938106.539868846,0.0240014170551441
4989759.058062969,0.02370211248429157
5041816.777191758,0.023406289555972595
5094281.974869189,0.023113892445209627
5147156.94466749,0.02282486616257436
5200443.996521365,0.02253915653246456
5254145.457135057,0.02225671017152049
5308263.6704202145,0.021977474467154236
5362800.997937708,0.02170139755616223
5417759.819366744,0.021428428303385275
5473142.5329849,0.02115851628038654
5528951.556175755,0.0208916117441122
5585189.325949635,0.020627665615496976
5641858.299684774,0.020366629455301218
5698960.954858678,0.02010845545421774
5756499.791028686,0.01985309639161262
5814477.329420766,0.01960050562812466
5872896.1138698105,0.019350637079180454
5931758.711503644,0.019103445192431005
5991067.713446079,0.01885888492483072
6050825.735562077,0.018616911719299634
6111035.4192337,0.018377481480919226
6171699.432172842,0.018140550552598427
6232820.469274722,0.017906075690152765
6294401.253512649,0.017674014036720993
6356444.536877093,0.017444323096454165
6418953.101358803,0.017216960707388467
6481929.759984942,0.016991885013423885
6545377.357908108,0.016769054435304066
6609298.773548244,0.01654842764049739
6673696.919797484,0.01632996351185589
6738574.745288346,0.01611362111492495
6803935.235730423,0.01589935966375103
6869781.415319066,0.015687138485022845
6936116.348225835,0.01547691698035445
7002943.140171809,0.015268654586497732
7070264.940092431,0.015062310733239485
7138084.941901671,0.014857844798702807
7206406.3863638295,0.014655216061737655
7275232.56283701,0.014454383653561716
7344566.812612945,0.014255306490533293
7414412.528718354,0.01405794324069398
7484773.160772333,0.013862252234993402
7555652.216330474,0.013668191411104648
7627053.263882542,0.013475718235967802
7698979.935807433,0.013284789623930125
7771435.931546839,0.013095361846970553
7844425.021026229,0.012907390435870225
7917951.048345139,0.012720830071003329
7992017.935769323,0.012535634461207689
8066629.688056011,0.012351756208914938
8141790.397153197,0.012169146659416976
8217504.24731194,0.011987755731754646
8293775.520665462,0.011807531728252139
8370608.603325084,0.011628421119155399
8448007.992063146,0.011450368298143622
8525978.301647764,0.01127331530361941
8604524.272920921,0.011097201499641631
8683650.781709546,0.010921963209027436
8763362.848682825,0.01074753328949867
8843665.65028638,0.010573840641649021
8924564.530897029,0.010400809634827902
9006065.016381789,0.010228359433585306
9088172.829258952,0.010056403202872285
9170893.90571076,0.009884847164343076
9254234.414733268,0.009713589468380569
9338200.779770665,0.009542518836174478
9422799.70325435,0.009371512912251983
9508038.194546467,0.009200436248849461
9593923.601909341,0.009029137817139519
9680463.649261076,0.00885744790328316
9767666.478662815,0.008685174194354337
9855540.699718641,0.008512096782256093
9944095.4473964,0.008337961699746693
10033340.450185042,0.008162472430074988
10123286.111082893,0.007985278563923467
10213943.604686763,0.007805960350490118
10305324.994735762,0.007624007187617145
10397443.378006991,0.007438786899885016
10490313.062689079,0.007249500529627156
10583949.79266132,0.007055113405209122
10678371.034171615,0.006854245420494769
10773596.349411536,0.006644986828609417
10869647.894877642,0.006424567199528329
10966551.106625542,0.006188704130719642
11064335.684927372,0.005930147580438934
11163037.127719942,0.00563471734807085
11262699.676201466,0.005265773044008868
11363391.162815327,0.004287245409511206
