Pressure (Pa),Specific Volume Liquid (m^3/kg)
1111.0846163323242,0.0006391285980017506
1165.1615554057394,0.0006396582933885658
1221.496568615441,0.0006401891102316777
1280.1670088083902,0.0006407210544369663
1341.2522231917533,0.0006412541319648846
1404.833579148909,0.0006417883488308204
1470.9944965592108,0.0006423237111054678
1539.8204785812213,0.0006428602249152063
1611.3991386434136,0.0006433978964424917
1685.8202324763888,0.000643936731926253
1763.1756878382835,0.0006444767376623002
1843.5596324956277,0.000645017920003742
1927.06842376759,0.0006455602853614124
2013.8006789117555,0.0006461038402043044
2103.8573029303197,0.0006466485910600165
2197.3415173441144,0.0006471945445152074
2294.358889214637,0.0006477417072160581
2395.0173597207217,0.000648290085868748
2499.4272708838225,0.0006488396872399357
2607.7013945947074,0.0006493905181572536
2719.954960755449,0.0006499425855098084
2836.3056826266074,0.0006504958962486969
2956.873786439435,0.000651050457387524
3081.78203579946,0.0006516062760029394
3211.1557603788137,0.0006521633592351762
3345.1228801318384,0.0006527217142886068
3483.8139334119746,0.0006532813484323029
3627.362100535982,0.000653842269000611
3775.9032300582667,0.0006544044833937349
3929.575864304311,0.0006549679990783291
4088.521262906298,0.0006555328235881056
4252.883427600357,0.0006560989645244481
4422.8091258972945,0.000656666429557039
4598.447915421672,0.0006572352264244964
4779.952166127539,0.0006578053629350232
4967.4770839362545,0.0006583768469670671
5161.180731480434,0.0006589496864699915
5361.224053163189,0.0006595238894647572
5567.77089417539,0.0006600994640446194
5780.988022709866,0.0006606764183758302
6001.045151087418,0.0006612547606983598
6228.114954938621,0.0006618344993266253
6462.373095152376,0.0006624156426502325
6703.998235775164,0.0006629981991347316
6953.1720634286485,0.0006635821773223841
7210.079307168184,0.0006641675858329425
7474.90775549287,0.0006647544333644431
7747.848274348542,0.0006653427286940131
8029.09482507653,0.0006659324806786873
8318.844481417818,0.0006665236982562432
8617.297444431602,0.0006671163904460463
8924.657061025056,0.0006677105663499082
9241.129837847213,0.000668306235152964
9566.925455828634,0.0006689034061245576
9902.256787361492,0.0006695020886191452
10247.339907241541,0.0006701022920772137
10602.3941091842,0.0006707040260262106
10967.641917427369,0.0006713073000814926
11343.309099965516,0.0006719121239472875
11729.624681195464,0.0006725185074176726
12126.820952788401,0.0006731264603775683
12535.133486643907,0.000673735992803747
12954.801144153982,0.0006743471147658606
13386.066086772902,0.0006749598364274827
13829.173788594842,0.0006755741680471666
14284.373042334935,0.0006761901199795236
14751.91596957823,0.0006768077026763166
15232.058030150394,0.0006774269266875708
15725.058029935324,0.0006780478026627028
16231.178127139838,0.0006786703413516704
16750.68384181398,0.0006792945536061355
17283.844060544485,0.0006799204503806517
17830.931043396533,0.000680548042733868
18392.22042999274,0.0006811773418297517
18967.991244398785,0.0006818083589388323
19558.525900312885,0.0006824411054394649
20164.110205133376,0.0006830755928191151
20785.033365002142,0.0006837118326756623
21421.587986313563,0.0006843498367187288
22074.070081016955,0.0006849896167710241
22742.779067712152,0.0006856311847697177
23428.017775044667,0.0006862745527678299
24130.092442544053,0.0006869197329356468
24849.31272255439,0.0006875667375621585
25585.991681242886,0.0006882155790565208
26340.445798639987,0.0006888662699495416
27112.994969449497,0.0006895188228951904
27903.962502508388,0.0006901732506721336
28713.675119624415,0.000690829566185295
29542.462955631036,0.0006914877824674416
30390.65955558586,0.0006921479126807975
31258.601873944353,0.0006928099701186824
32146.630271827347,0.0006934739682071782
33055.08851467754,0.0006941399205068233
33984.32376939933,0.0006948078407143368
34934.68660019632,0.0006954777426643687
35906.53096601048,0.0006961496403312816
36900.2142157397,0.0006968235478309615
37916.097083598885,0.0006974994794226603
38954.543685961165,0.0006981774495108667
40015.92151325074,0.0006988574726472136
41100.60142795542,0.0006995395635324114
42208.95765670367,0.0007002237370182199
43341.367784609094,0.0007009100081094521
44498.212749377606,0.0007015983919660102
45679.87683397419,0.0007022889039049596
46886.747660301946,0.000702981559402636
48119.21618130397,0.0007036763740967904
49377.67667411632,0.000704373363788771
50662.52673130006,0.0007050725444457428
51974.16725343434,0.000705773932202944
53313.002440589364,0.0007064775433659854
54679.43978331401,0.0007071833944131866
56073.89005448957,0.0007078915019979533
57496.767299179235,0.0007086018829511999
58948.48882599063,0.0007093145542838099
60429.475197368854,0.000710029533189143
61940.15021894256,0.0007107468370455862
63480.9409309521,0.0007114664834191478
65052.277596288404,0.0007121884900661014
66654.59369152246,0.0007129128749356733
68288.32589454559,0.0007136396561727821
69953.91407548156,0.0007143688521208225
71651.80128411867,0.0007151004813245045
73382.43373961584,0.0007158345625327393
75146.26081817455,0.0007165711147015815
76943.73504258819,0.0007173101569972215
78775.31206950755,0.000718051708799034
80641.45067775346,0.0007187957897026836
82542.61275652878,0.0007195424195232831
84479.26329297698,0.0007202916182986156
86451.87035991055,0.0007210434062924108
88460.90510341724,0.0007217978039976859
90506.84173023593,0.000722554832140146
92590.1574950011,0.0007233145116816492
94711.33268756254,0.000724076863823737
96870.85062004923,0.0007248419100112278
99069.19761377454,0.0007256096719358832
101306.8629863066,0.0007263801715401379
103584.33903862655,0.0007271534310209042
105902.12104081431,0.0007279294728334481
108260.7072204475,0.0007287083196953361
110660.59874786877,0.0007294899945904639
113102.2997233037,0.0007302745207731552
115586.31716352838,0.0007310619217723443
118113.1609880825,0.0007318522213958386
120683.34400642349,0.0007326454437346618
123297.38190346658,0.0007334416131674838
125955.79322684505,0.0007342407543651362
128659.09937896256,0.0007350428922952157
131407.82457834115,0.0007358480522267796
134202.49588589976,0.0007366562597351321
137043.64316319657,0.0007374675407067063
