Pressure (Pa),Specific Volume Vapor (m^3/kg)
17140564.88586815,0.008245132956055551
17332199.770041868,0.0080756828147702
17525642.43486202,0.007906914878369368
17720914.183479406,0.007738707031907116
17918037.128039613,0.007570924047304669
18117034.33304333,0.0074034147076804
18317930.010839242,0.007236008124231697
18520749.788017638,0.007068508960173417
18725521.066510044,0.006900691155428885
18932273.50594572,0.00673228956533589
19141039.66997264,0.006562988652914973
19351855.844696295,0.006392406946293117
19564763.072874032,0.006220075292320247
19779808.377167717,0.0060454058001910135
19997046.113674805,0.005867646393472407
20216539.30316062,0.005685812254449291
20438360.658995155,0.0054985783488521785
20662592.83159491,0.005304102402917107
20889327.03621205,0.005099714104530851
21118658.517193243,0.004881321317532095
21350676.356185164,0.00464212951583005
21585448.18562436,0.004369266394456442
21823045.577541344,0.004030316723253767
22064000.00000115,0.0031055900621118006
