Pressure (Pa),Specific Volume Liquid (m^3/kg)
3254408.446029646,0.0018944609390507594
3292224.3453302244,0.0018980030292448519
3330367.8536925707,0.0019015732606015175
3368840.839663323,0.0019051720738574467
3407645.1792356316,0.0019087999202425769
3446782.755969804,0.0019124572618203764
3486255.4611156946,0.0019161445718419712
3526065.1937428033,0.0019198623351149161
3566213.86086996,0.001923611048387336
3606703.3776011,0.0019273912207481646
3647535.6672660355,0.001931203374044252
3688712.661563608,0.0019350480433153472
3730236.300709442,0.0019389257772476766
3772108.5335891973,0.0019428371386472198
3814331.317916175,0.0019467827049336193
3856906.6203913363,0.001950763068655907
3899836.4168745982,0.0019547788380310286
3943122.692551424,0.0019588306375065987
3986767.4421136146,0.001962919108348969
4030772.6699425513,0.00196704490925818
4075140.3902944434,0.0019712087170111075
4119872.6274966323,0.001975411227134464
4164971.416147835,0.001979653154609208
4210438.801322633,0.0019839352346083115
4256276.838786814,0.0019882582232695067
4302487.595214642,0.00199262289850529
4349073.148414541,0.0019970300608521175
4396035.587565766,0.0020014805343611694
4443377.013454927,0.0020059751675331676
4491099.538728182,0.002010514834299689
4539205.288146198,0.0020151004350540134
4587696.398848644,0.002019732897734265
4636575.020628257,0.0020244131789621395
4685843.316213931,0.0020291422652407155
4735503.461562015,0.0020339211742148454
4785557.646158215,0.0020387509559982647
4836008.073330045,0.0020436326945715154
4886856.960569679,0.0020485675092552927
4938106.539868846,0.0020535565562640385
4989759.058062969,0.002058601030345215
5041816.777191758,0.0020637021665096517
5094281.974869189,0.0020688612418593606
5147156.94466749,0.0020740795775191765
5200443.996521365,0.0020793585406794555
5254145.457135057,0.002084699546757531
5308263.6704202145,0.0020901040616860345
5362800.997937708,0.002095573604337414
5417759.819366744,0.0021011097490939894
5473142.5329849,0.0021067141285743933
5528951.556175755,0.002112388436527674
5585189.325949635,0.00211813443090763
5641858.299684774,0.0021239539371406975
5698960.954858678,0.0021298488516023266
5756499.791028686,0.0021358211453177613
5814477.329420766,0.002141872867904567
5872896.1138698105,0.0021480061517764166
5931758.711503644,0.0021542232166283887
5991067.713446079,0.0021605263742272983
6050825.735562077,0.0021669180335314397
6111035.4192337,0.0021734007061676767
6171699.432172842,0.002179977012295863
6232820.469274722,0.0021866496868937976
6294401.253512649,0.0021934215864992932
