Pressure,Temperature
435.4736620722707,170.85
544.8307493435932,172.9041414141414
677.399234988945,174.95828282828282
837.1726817264725,177.01242424242423
1028.6591665891458,179.06656565656564
1256.9216214519306,181.12070707070706
1527.6182990483226,183.17484848484847
1847.0430795948619,185.22898989898988
2222.1653247781087,187.28313131313132
2660.668992352281,189.3372727272727
3170.9907389982686,191.39141414141415
3762.356749117708,193.44555555555556
4444.818044439378,195.49969696969697
5229.284050794608,197.55383838383838
6127.554222405421,199.6079797979798
7152.347543514601,201.6621212121212
8317.329757624275,203.71626262626262
9637.138197831526,205.77040404040403
11127.404121410469,207.82454545454544
12804.772475292055,209.87868686868686
14686.91904449554,211.93282828282827
16792.564970404248,213.98696969696968
19141.488627385967,216.0411111111111
21754.534899077727,218.09525252525253
24653.621887884452,220.14939393939392
27861.745130199233,222.20353535353536
31402.979396423994,224.25767676767674
35302.4781739046,226.31181818181818
39586.47094695749,228.3659595959596
44282.25839077602,230.420101010101
49418.205620999084,232.47424242424242
55023.73363360423,234.52838383838383
61129.30908596381,236.58252525252524
67766.4325744211,238.63666666666666
74967.62556066297,240.69080808080807
82766.41611540786,242.74494949494948
91197.3236326841,244.7990909090909
100295.84268356091,246.8532323232323
110098.4261699229,248.90737373737375
120642.46793886609,250.96151515151513
131966.2850256288,253.01565656565657
144109.09965073992,255.06979797979795
157111.02121413324,257.1239393939394
171013.0283124324,259.1780808080808
185856.95104101073,261.2322222222222
201685.45368020536,263.2863636363636
218542.01792236557,265.34050505050504
236470.92678665096,267.3946464646465
255517.24936371617,269.44878787878787
275726.8265050452,271.50292929292925
297146.2577522734,273.5570707070707
319822.88933032134,275.61121212121213
343804.8037164771,277.6653535353535
369140.8106955831,279.71949494949496
395880.4401379145,281.77363636363634
424073.93664784177,283.8277777777778
453772.2562503604,285.88191919191917
485027.0652922286,287.9360606060606
517890.7417487509,289.990202020202
552416.3791408627,292.04434343434343
588657.7932885936,294.0984848484849
626669.5321481312,296.15262626262626
666506.8890094585,298.20676767676764
708225.9193640619,300.2609090909091
751883.4617939368,302.3150505050505
797537.163280165,304.3691919191919
845245.5093894461,306.4233333333333
895067.8598646701,308.47747474747473
947064.4902307554,310.53161616161617
1001296.6401268404,312.58575757575755
1057826.5691963919,314.63989898989894
1116717.6215128521,316.6940404040404
1178034.299694499,318.7481818181818
1241842.350076613,320.80232323232326
1308208.8605989004,322.85646464646464
1377202.3731498048,324.910606060606
1448893.0132960374,326.96474747474747
1523352.6393089658,329.0188888888889
1600655.014747085,331.0730303030303
1680876.0083942092,333.1271717171717
1764093.8268328565,335.1813131313131
1850389.286129365,337.23545454545456
1939846.1308976565,339.28959595959594
2032551.4105117167,341.3437373737373
2128595.928102604,343.39787878787877
2228074.777296516,345.4520202020202
2331087.9924317594,347.5061616161616
2437741.3507318185,349.560303030303
2548147.365274803,351.6144444444444
2662426.5517094936,353.66858585858586
2780709.0734127117,355.7227272727273
2903136.9451518524,357.7768686868687
3029867.0939316237,359.83101010101007
3161075.8091164427,361.8851515151515
3296965.597982307,363.93929292929295
3437776.571521138,365.99343434343433
3583807.3881871346,368.0475757575757
3735460.0428083874,370.10171717171715
3896229.6081031077,372.1558585858586
4059111.5388408266,374.21
